sexo,idade,peso,altura,nivel,dias_disponiveis,tempo_disponivel,split
M,28,114.3,1.51,intermediario,5,60,Bro Split
F,46,92.0,1.69,intermediario,4,60,Full Body 4x
M,67,117.1,1.98,avancado,6,60,PPL 2x
M,23,94.5,1.83,intermediario,5,60,Bro Split
F,50,90.6,1.66,avancado,5,50,Upper/Lower 2x + Full Body
M,29,100.0,1.72,avancado,6,60,PPL 2x
M,30,114.5,1.83,intermediario,6,70,Arnold Split
M,26,115.2,1.62,avancado,4,70,Upper/Lower 2x
F,47,60.7,1.54,intermediario,4,70,Upper/Lower 2x
M,40,113.5,1.94,iniciante,3,60,Full Body 3x
F,46,82.1,1.56,iniciante,6,40,PPL 2x
M,25,63.6,1.93,avancado,6,60,PPL 2x
M,31,101.3,1.56,avancado,5,70,UL PPL
M,39,59.8,1.96,avancado,6,70,PPL 2x
F,44,59.5,1.74,iniciante,4,70,Upper/Lower 2x
M,38,64.9,1.5,intermediario,6,60,Upper/Lower 3x
F,33,92.2,1.55,iniciante,5,40,Upper/Lower 3x + Full Body
F,35,59.3,1.69,avancado,4,40,Full Body 4x
M,58,83.0,1.64,avancado,5,40,Bro Split
M,28,73.7,1.74,iniciante,4,60,Upper/Lower 2x
M,55,115.1,1.83,iniciante,4,70,Upper/Lower 2x
M,35,56.8,1.95,avancado,4,40,Full Body 4x
M,49,79.0,1.64,avancado,6,70,PPL 2x
F,35,59.7,1.55,intermediario,3,60,Full Body 3x
F,32,49.3,1.57,iniciante,3,90,Full Body 3x
M,48,102.3,1.66,intermediario,5,60,Bro Split
M,44,100.9,1.66,avancado,6,50,Upper/Lower 3x
F,43,54.5,1.78,avancado,3,80,Full Body 3x
M,39,63.9,1.69,avancado,4,60,Upper/Lower 2x
M,24,102.7,1.64,iniciante,3,90,Full Body 3x
M,51,55.2,1.53,intermediario,4,70,Upper/Lower 2x
F,20,75.7,1.82,iniciante,5,60,Upper/Lower 3x + Full Body
M,41,112.1,1.92,avancado,6,60,PPL 2x
F,40,72.2,1.65,iniciante,5,60,Upper/Lower 3x + Full Body
M,33,98.1,1.56,intermediario,5,70,Bro Split
F,30,80.2,1.89,intermediario,6,70,PPL 2x
M,42,73.9,1.75,avancado,6,40,Upper/Lower 3x
F,46,78.7,1.71,avancado,6,60,PPL 2x
F,55,69.3,1.61,intermediario,3,60,Full Body 3x
M,32,89.8,1.89,iniciante,5,50,Upper/Lower 3x + Full Body
M,36,107.2,1.55,intermediario,5,70,Bro Split
M,37,88.7,1.68,iniciante,4,80,Upper/Lower 2x
M,31,73.9,1.58,intermediario,6,50,Upper/Lower 3x
M,44,57.3,1.51,avancado,3,60,Full Body 3x
M,47,65.2,1.65,iniciante,4,40,Full Body 4x
F,45,77.8,1.57,intermediario,5,80,Upper/Lower 2x + Full Body
F,22,46.0,1.87,intermediario,4,40,Full Body 4x
F,38,54.7,1.8,iniciante,5,60,Upper/Lower 3x + Full Body
F,45,58.7,1.6,iniciante,6,60,PPL 2x
M,32,117.8,1.78,intermediario,4,60,Full Body 4x
F,65,92.6,1.88,intermediario,6,50,Upper/Lower 3x
F,62,83.6,1.72,intermediario,3,70,Full Body 3x
M,29,61.2,1.58,avancado,6,70,PPL 2x
F,22,75.8,1.74,intermediario,4,40,Full Body 4x
F,34,60.6,1.67,iniciante,5,70,Upper/Lower 3x + Full Body
M,38,72.4,1.6,intermediario,6,60,Upper/Lower 3x
M,29,75.9,1.85,intermediario,3,80,Full Body 3x
M,32,79.4,1.88,iniciante,3,50,Full Body 3x
M,33,57.5,1.71,iniciante,6,50,PPL 2x
F,52,65.0,1.65,intermediario,5,70,Upper/Lower 2x + Full Body
F,52,71.1,1.81,intermediario,4,50,Full Body 4x
M,35,107.2,1.98,intermediario,5,60,Bro Split
F,26,91.4,1.86,avancado,4,50,Full Body 4x
F,43,45.5,1.71,iniciante,3,100,Full Body 3x
M,17,68.0,1.55,intermediario,3,40,Full Body 3x
M,34,59.3,1.82,avancado,5,70,UL PPL
F,56,59.2,1.96,intermediario,5,60,Upper/Lower 2x + Full Body
F,46,73.1,1.82,iniciante,4,50,Full Body 4x
M,26,72.1,1.55,avancado,6,60,PPL 2x
F,46,93.3,1.87,intermediario,6,50,Upper/Lower 3x
M,17,119.3,1.55,avancado,4,50,Full Body 4x
M,34,76.0,1.95,iniciante,6,60,PPL 2x
F,34,70.0,1.56,intermediario,6,70,PPL 2x
F,43,60.6,1.76,intermediario,4,90,Upper/Lower 2x
F,58,80.6,1.92,intermediario,6,70,PPL 2x
M,27,91.3,1.72,iniciante,3,80,Full Body 3x
F,51,81.4,1.61,intermediario,4,60,Full Body 4x
M,25,67.7,1.68,iniciante,5,60,Upper/Lower 3x + Full Body
F,55,70.1,1.51,iniciante,5,70,Upper/Lower 3x + Full Body
F,31,58.7,1.53,intermediario,3,80,Full Body 3x
F,56,69.5,1.74,avancado,3,40,Full Body 3x
M,19,100.9,1.59,avancado,3,60,PPL 1x
M,50,83.8,1.86,iniciante,5,100,Upper/Lower 3x + Full Body
M,25,76.6,1.84,avancado,4,80,Upper/Lower 2x
F,38,70.8,1.97,intermediario,3,40,Full Body 3x
M,49,102.4,1.54,intermediario,5,70,Bro Split
F,42,53.6,1.87,avancado,3,60,Full Body 3x
M,37,77.2,1.78,intermediario,6,40,Upper/Lower 3x
M,55,102.4,1.59,intermediario,3,70,Full Body 3x
M,47,96.5,1.73,avancado,4,60,Upper/Lower 2x
M,42,103.6,1.87,iniciante,6,70,PPL 2x
M,25,91.7,1.71,avancado,5,80,UL PPL
F,25,58.0,1.72,iniciante,5,70,Upper/Lower 3x + Full Body
F,30,86.5,1.84,iniciante,6,50,PPL 2x
F,37,62.3,1.91,avancado,4,60,Upper/Lower 2x
F,61,49.5,1.89,iniciante,6,60,PPL 2x
M,56,85.9,1.73,iniciante,6,70,PPL 2x
F,54,80.1,1.81,avancado,3,50,Full Body 3x
F,34,77.4,1.55,avancado,5,50,Upper/Lower 2x + Full Body
M,36,83.5,1.81,intermediario,6,70,PPL 2x
M,34,71.4,1.69,iniciante,6,60,PPL 2x
M,61,104.6,1.95,intermediario,6,60,Upper/Lower 3x
F,27,74.7,1.58,iniciante,5,80,Upper/Lower 3x + Full Body
M,60,116.8,1.78,iniciante,5,70,Upper/Lower 3x + Full Body
M,21,75.1,1.88,avancado,6,60,PPL 2x
M,33,68.0,1.59,iniciante,4,50,Full Body 4x
M,26,102.1,1.58,intermediario,5,40,Bro Split
M,24,85.6,1.84,intermediario,6,70,PPL 2x
M,49,104.6,1.55,iniciante,4,60,Upper/Lower 2x
F,29,86.0,1.87,intermediario,6,60,Upper/Lower 3x
M,30,69.4,1.8,avancado,5,60,UL PPL
M,35,94.7,1.88,avancado,4,50,Full Body 4x
M,25,74.6,1.55,intermediario,4,60,Full Body 4x
F,28,78.8,1.74,iniciante,6,50,PPL 2x
M,31,85.2,1.54,intermediario,3,70,Full Body 3x
M,31,65.5,1.56,intermediario,6,40,Upper/Lower 3x
F,40,66.1,1.53,intermediario,3,70,Full Body 3x
F,48,70.1,1.89,intermediario,5,50,Upper/Lower 2x + Full Body
F,25,71.6,1.69,intermediario,4,40,Full Body 4x
F,58,54.9,1.91,intermediario,6,60,Upper/Lower 3x
M,33,62.9,1.74,intermediario,5,60,Bro Split
F,29,83.3,1.51,iniciante,5,60,Upper/Lower 3x + Full Body
F,18,59.9,1.52,iniciante,3,60,Full Body 3x
M,31,60.5,1.55,intermediario,6,60,Upper/Lower 3x
F,28,79.4,1.62,avancado,6,40,Upper/Lower 3x
M,29,64.5,1.99,intermediario,3,60,Full Body 3x
M,63,77.0,1.82,iniciante,6,40,PPL 2x
F,59,81.1,1.87,iniciante,6,90,PPL 2x
F,47,94.7,1.81,intermediario,4,70,Upper/Lower 2x
F,20,55.8,1.97,iniciante,4,60,Upper/Lower 2x
F,41,90.5,1.84,iniciante,6,50,PPL 2x
M,46,72.9,1.73,avancado,5,40,Bro Split
F,26,56.1,1.81,intermediario,6,70,PPL 2x
F,40,72.1,1.74,intermediario,5,60,Lower Focus (LULUL)
F,30,52.6,1.93,intermediario,4,70,Upper/Lower 2x
M,27,97.9,1.79,iniciante,6,70,PPL 2x
M,30,103.6,1.76,iniciante,5,60,Upper/Lower 3x + Full Body
M,34,95.6,1.58,intermediario,6,60,Upper/Lower 3x
F,46,72.8,1.75,iniciante,4,60,Upper/Lower 2x
M,58,61.3,1.61,avancado,5,50,Bro Split
F,24,72.5,1.68,iniciante,5,60,Upper/Lower 3x + Full Body
M,30,98.2,1.84,intermediario,5,60,Bro Split
M,36,110.8,1.75,intermediario,6,50,Upper/Lower 3x
F,52,59.4,1.77,iniciante,6,70,PPL 2x
M,42,79.9,1.83,avancado,6,50,Upper/Lower 3x
M,19,64.0,1.81,avancado,6,80,Arnold Split
M,29,65.8,1.81,intermediario,5,40,Bro Split
F,38,72.6,1.93,avancado,4,60,Upper/Lower 2x
M,44,66.4,1.97,avancado,5,50,Bro Split
M,21,68.5,1.73,iniciante,6,100,PPL 2x
F,47,70.0,1.56,intermediario,5,80,Upper/Lower 2x + Full Body
M,55,85.0,1.98,iniciante,3,70,Full Body 3x
F,32,88.1,1.54,intermediario,5,80,Lower Focus (LULUL)
M,36,83.5,1.91,iniciante,6,80,PPL 2x
M,44,78.6,1.86,intermediario,6,60,Upper/Lower 3x
M,23,110.1,1.88,intermediario,3,70,Full Body 3x
F,30,52.1,1.62,intermediario,5,40,Lower Focus (LULUL)
M,40,84.8,1.85,avancado,5,60,Bro Split
F,42,84.4,1.85,intermediario,3,70,Full Body 3x
F,24,46.3,1.94,intermediario,5,60,Lower Focus (LULUL)
F,43,68.8,1.72,iniciante,4,50,Full Body 4x
F,28,57.9,1.61,avancado,5,50,Lower Focus (LULUL)
F,18,81.1,1.87,avancado,6,60,PPL 2x
F,54,77.2,1.79,intermediario,5,60,Upper/Lower 2x + Full Body
M,56,111.6,1.74,intermediario,6,40,Upper/Lower 3x
F,58,56.2,1.6,iniciante,3,70,Full Body 3x
F,30,73.5,1.82,iniciante,4,70,Upper/Lower 2x
M,30,80.9,1.55,iniciante,3,60,Full Body 3x
M,60,118.1,1.53,intermediario,4,50,Full Body 4x
M,47,99.8,1.83,iniciante,6,50,PPL 2x
F,62,72.6,1.55,iniciante,3,80,Full Body 3x
F,24,48.0,1.61,intermediario,6,60,Upper/Lower 3x
M,36,75.7,1.82,iniciante,3,60,Full Body 3x
M,34,90.3,1.61,intermediario,3,70,Full Body 3x
M,51,101.8,1.72,intermediario,6,100,Arnold Split
F,27,75.1,1.75,iniciante,6,60,PPL 2x
F,59,58.2,1.77,iniciante,5,70,Upper/Lower 3x + Full Body
M,23,86.7,1.66,avancado,6,60,PPL 2x
F,25,78.6,1.55,avancado,5,70,Upper/Lower 2x + Full Body
M,36,67.6,1.55,iniciante,5,60,Upper/Lower 3x + Full Body
F,29,50.1,1.65,intermediario,4,60,Full Body 4x
F,25,84.3,1.93,intermediario,4,60,Full Body 4x
F,35,77.7,1.89,avancado,5,50,Upper/Lower 2x + Full Body
F,27,63.5,1.65,intermediario,5,60,Lower Focus (LULUL)
F,32,83.1,1.5,avancado,3,90,PPL 1x
M,30,118.4,1.88,iniciante,4,50,Full Body 4x
F,43,86.6,1.51,intermediario,6,60,Upper/Lower 3x
M,37,106.8,1.81,intermediario,5,50,Bro Split
F,27,81.1,1.97,intermediario,3,70,Full Body 3x
F,31,57.5,1.99,intermediario,3,50,Full Body 3x
F,40,71.9,1.72,iniciante,6,50,PPL 2x
F,45,93.9,1.87,avancado,4,70,Upper/Lower 2x
M,37,83.5,1.66,intermediario,5,70,Bro Split
M,48,64.1,1.88,avancado,5,90,Bro Split
F,30,82.4,1.61,iniciante,4,60,Upper/Lower 2x
F,29,57.8,1.87,iniciante,3,70,Full Body 3x
F,32,84.9,1.92,iniciante,5,40,Upper/Lower 3x + Full Body
M,33,117.4,1.94,iniciante,6,60,PPL 2x
M,29,102.7,1.78,avancado,3,60,PPL 1x
M,47,92.3,1.73,intermediario,4,70,Upper/Lower 2x
F,46,85.9,1.73,avancado,4,70,Upper/Lower 2x
F,21,67.7,1.89,intermediario,6,80,PPL 2x
F,31,45.3,1.91,iniciante,4,60,Upper/Lower 2x
M,24,93.0,1.88,intermediario,4,70,Upper/Lower 2x
F,37,89.7,1.86,intermediario,4,70,Upper/Lower 2x
M,26,61.6,1.77,avancado,3,70,PPL 1x
M,36,76.3,1.66,iniciante,4,50,Full Body 4x
F,24,56.6,1.96,avancado,3,50,PPL 1x
F,54,51.2,1.97,iniciante,4,60,Upper/Lower 2x
F,33,54.9,1.89,intermediario,3,40,Full Body 3x
M,25,65.6,1.6,avancado,5,70,UL PPL
M,29,68.7,1.55,intermediario,6,60,Upper/Lower 3x
F,23,45.8,1.69,intermediario,3,60,Full Body 3x
M,58,83.2,1.92,iniciante,3,70,Full Body 3x
F,48,45.8,1.98,intermediario,5,40,Upper/Lower 2x + Full Body
M,50,91.7,1.56,iniciante,6,70,PPL 2x
M,21,111.3,1.83,intermediario,6,80,Arnold Split
M,32,115.9,1.98,intermediario,4,60,Full Body 4x
M,56,56.9,1.6,intermediario,5,80,UL PPL
F,27,46.4,1.51,iniciante,6,40,PPL 2x
F,52,47.3,1.69,intermediario,4,50,Full Body 4x
M,18,61.0,1.99,iniciante,6,60,PPL 2x
F,32,51.7,1.8,intermediario,5,60,Lower Focus (LULUL)
F,54,51.4,1.83,intermediario,3,60,Full Body 3x
M,45,63.2,1.76,avancado,4,50,Full Body 4x
M,22,101.6,1.64,intermediario,4,50,Full Body 4x
F,25,61.4,1.99,intermediario,5,70,Lower Focus (LULUL)
F,24,63.7,1.57,intermediario,3,70,Full Body 3x
M,47,106.6,1.99,iniciante,3,80,Full Body 3x
F,26,61.1,1.79,intermediario,5,50,Lower Focus (LULUL)
F,52,67.6,1.61,intermediario,6,50,Upper/Lower 3x
F,28,61.9,1.95,iniciante,6,70,PPL 2x
M,33,98.4,1.67,intermediario,3,70,Full Body 3x
M,32,117.7,1.56,iniciante,6,80,PPL 2x
F,23,51.3,1.67,intermediario,3,90,Full Body 3x
M,61,80.8,1.97,avancado,4,50,Full Body 4x
M,42,67.9,1.87,intermediario,4,70,Upper/Lower 2x
M,36,107.0,1.68,iniciante,4,60,Upper/Lower 2x
M,22,96.3,1.93,iniciante,4,60,Upper/Lower 2x
F,59,87.9,1.64,avancado,6,60,PPL 2x
F,54,89.7,1.73,iniciante,5,40,Upper/Lower 3x + Full Body
F,27,55.4,1.87,intermediario,3,40,Full Body 3x
M,32,86.3,1.58,avancado,4,60,Upper/Lower 2x
F,24,64.5,1.6,avancado,3,50,PPL 1x
M,58,113.0,1.56,intermediario,4,50,Full Body 4x
F,24,83.0,1.51,iniciante,5,60,Upper/Lower 3x + Full Body
F,46,56.6,1.72,avancado,6,50,Upper/Lower 3x
F,52,88.8,1.97,iniciante,5,50,Upper/Lower 3x + Full Body
M,33,112.0,1.85,avancado,5,50,UL PPL
F,23,57.1,1.92,intermediario,6,60,Upper/Lower 3x
F,40,87.1,1.87,avancado,5,60,Upper/Lower 2x + Full Body
F,50,49.2,1.55,avancado,4,70,Upper/Lower 2x
F,26,78.3,1.55,avancado,6,70,PPL 2x
F,50,75.3,1.94,intermediario,3,70,Full Body 3x
M,38,92.4,1.56,avancado,5,70,Bro Split
F,43,85.8,1.86,iniciante,6,80,PPL 2x
M,37,116.1,1.91,intermediario,6,70,Arnold Split
M,19,56.6,1.97,iniciante,6,80,PPL 2x
F,44,62.9,1.84,intermediario,4,60,Full Body 4x
F,47,67.9,2.0,iniciante,4,50,Full Body 4x
F,46,82.0,1.88,avancado,4,80,Upper/Lower 2x
F,51,62.6,1.77,avancado,4,60,Upper/Lower 2x
M,28,96.6,1.66,intermediario,4,70,Upper/Lower 2x
F,25,62.5,1.9,avancado,4,90,Upper/Lower 2x
M,29,67.3,1.66,intermediario,5,70,Bro Split
F,36,75.9,1.54,iniciante,6,80,PPL 2x
F,24,71.6,1.7,avancado,3,80,PPL 1x
F,44,75.7,1.99,iniciante,4,60,Upper/Lower 2x
M,20,98.4,1.64,intermediario,4,50,Full Body 4x
M,26,64.4,1.65,avancado,6,80,Arnold Split
M,32,81.8,1.92,intermediario,6,70,PPL 2x
F,43,85.2,1.63,intermediario,4,60,Full Body 4x
M,30,75.9,1.91,intermediario,4,40,Full Body 4x
F,55,71.8,1.55,avancado,4,70,Upper/Lower 2x
M,43,85.2,1.79,iniciante,6,60,PPL 2x
M,32,56.4,1.72,intermediario,5,60,Bro Split
M,43,99.3,1.53,intermediario,5,80,UL PPL
F,44,66.5,1.88,iniciante,6,50,PPL 2x
F,33,61.5,1.78,avancado,6,50,Upper/Lower 3x
F,36,88.1,1.99,iniciante,5,70,Upper/Lower 3x + Full Body
M,46,94.9,1.76,intermediario,4,50,Full Body 4x
M,38,109.3,1.51,avancado,3,60,PPL 1x
F,22,73.7,1.97,intermediario,6,60,Upper/Lower 3x
F,34,54.1,1.66,iniciante,6,80,PPL 2x
M,35,71.9,1.6,intermediario,3,60,Full Body 3x
F,45,46.0,1.8,avancado,3,70,Full Body 3x
M,22,117.6,1.76,iniciante,6,60,PPL 2x
F,47,88.0,1.98,iniciante,6,50,PPL 2x
F,26,49.8,1.84,iniciante,5,70,Upper/Lower 3x + Full Body
M,53,88.0,1.91,intermediario,3,80,Full Body 3x
M,53,107.5,1.66,iniciante,5,70,Upper/Lower 3x + Full Body
M,38,113.5,1.75,intermediario,5,80,UL PPL
F,56,84.2,1.97,intermediario,3,60,Full Body 3x
M,30,117.4,1.75,avancado,3,60,PPL 1x
F,55,85.5,1.95,intermediario,3,80,Full Body 3x
F,22,90.6,1.78,intermediario,6,70,Arnold Split
F,40,61.0,1.72,iniciante,6,60,PPL 2x
F,31,46.2,1.55,intermediario,6,60,Upper/Lower 3x
F,65,83.5,1.85,intermediario,3,50,Full Body 3x
M,22,96.7,1.87,intermediario,3,90,Full Body 3x
F,31,93.2,1.53,avancado,6,70,PPL 2x
M,35,88.1,1.84,iniciante,4,40,Full Body 4x
M,58,101.3,1.54,iniciante,4,70,Upper/Lower 2x
M,39,114.9,1.6,intermediario,5,40,Bro Split
F,27,94.2,1.99,avancado,5,80,Upper/Lower 2x + Full Body
M,31,64.2,1.62,intermediario,6,70,PPL 2x
F,43,55.2,1.94,intermediario,5,60,Lower Focus (LULUL)
F,18,63.9,1.92,iniciante,6,60,PPL 2x
F,18,47.1,1.88,iniciante,4,40,Full Body 4x
M,23,113.6,1.74,iniciante,5,50,Upper/Lower 3x + Full Body
F,44,59.2,1.64,avancado,5,50,Lower Focus (LULUL)
M,23,116.8,1.78,intermediario,4,60,Full Body 4x
F,20,50.5,1.61,avancado,4,40,Full Body 4x
M,42,70.7,1.81,intermediario,4,60,Full Body 4x
M,46,105.0,1.86,iniciante,3,80,Full Body 3x
F,29,91.1,1.68,iniciante,3,60,Full Body 3x
F,24,70.3,1.61,intermediario,5,70,Lower Focus (LULUL)
F,33,48.5,1.62,intermediario,4,50,Full Body 4x
M,60,62.2,1.53,intermediario,3,70,Full Body 3x
F,25,63.5,1.57,iniciante,4,40,Full Body 4x
M,17,107.9,1.88,iniciante,4,70,Upper/Lower 2x
M,20,56.3,1.91,intermediario,6,60,Upper/Lower 3x
F,39,90.5,1.62,intermediario,5,60,Lower Focus (LULUL)
F,64,69.0,1.95,intermediario,5,50,Upper/Lower 2x + Full Body
M,28,117.6,1.69,iniciante,4,60,Upper/Lower 2x
F,19,52.2,1.73,intermediario,4,100,Upper/Lower 2x
F,23,55.4,1.7,avancado,6,70,PPL 2x
F,33,68.2,1.67,intermediario,4,70,Upper/Lower 2x
M,26,101.3,1.78,avancado,5,80,UL PPL
F,36,63.7,1.65,intermediario,6,50,Upper/Lower 3x
F,40,90.2,1.98,avancado,6,40,Upper/Lower 3x
M,26,97.9,1.97,intermediario,6,40,Upper/Lower 3x
M,26,72.8,1.87,intermediario,4,70,Upper/Lower 2x
M,37,64.8,1.66,iniciante,4,70,Upper/Lower 2x
M,34,99.0,1.89,iniciante,3,80,Full Body 3x
F,52,87.6,1.66,avancado,4,70,Upper/Lower 2x
F,59,87.0,1.68,avancado,6,60,PPL 2x
F,43,60.2,1.9,iniciante,4,50,Full Body 4x
F,23,52.9,1.78,intermediario,5,70,Lower Focus (LULUL)
M,54,98.2,1.57,intermediario,3,50,Full Body 3x
F,31,68.8,1.88,intermediario,5,80,Lower Focus (LULUL)
M,38,84.1,1.51,intermediario,5,80,UL PPL
F,64,48.4,1.57,iniciante,6,80,PPL 2x
M,23,117.5,1.66,intermediario,3,60,Full Body 3x
F,63,45.8,1.95,intermediario,4,60,Full Body 4x
F,27,94.1,1.95,iniciante,5,80,Upper/Lower 3x + Full Body
M,21,100.5,1.63,avancado,5,40,UL PPL
F,45,78.0,1.67,iniciante,3,70,Full Body 3x
F,19,55.0,1.74,intermediario,5,70,Lower Focus (LULUL)
F,29,65.4,1.67,avancado,5,70,Lower Focus (LULUL)
F,34,49.2,1.72,intermediario,5,80,Lower Focus (LULUL)
M,54,107.7,1.9,iniciante,3,50,Full Body 3x
M,21,105.6,1.93,iniciante,3,70,Full Body 3x
M,29,65.2,1.81,avancado,6,70,PPL 2x
M,29,94.8,1.53,iniciante,3,50,Full Body 3x
M,43,55.2,1.9,iniciante,3,70,Full Body 3x
M,31,85.9,1.6,avancado,4,60,Upper/Lower 2x
M,44,83.8,1.75,iniciante,4,60,Upper/Lower 2x
M,52,100.5,1.85,iniciante,4,80,Upper/Lower 2x
M,45,65.6,1.82,intermediario,6,60,Upper/Lower 3x
F,28,57.5,1.67,iniciante,3,70,Full Body 3x
F,61,59.1,1.58,iniciante,6,60,PPL 2x
F,44,49.0,1.88,intermediario,3,90,Full Body 3x
F,41,74.4,1.96,intermediario,3,70,Full Body 3x
F,44,67.5,1.87,intermediario,6,60,Upper/Lower 3x
M,34,69.8,1.59,intermediario,6,60,Upper/Lower 3x
F,33,68.2,1.95,intermediario,4,70,Upper/Lower 2x
M,31,111.8,1.89,intermediario,4,60,Full Body 4x
M,18,64.8,1.97,iniciante,3,60,Full Body 3x
F,24,54.9,1.75,iniciante,5,50,Upper/Lower 3x + Full Body
F,34,66.6,1.97,iniciante,3,60,Full Body 3x
F,23,80.3,1.8,iniciante,6,80,PPL 2x
M,32,117.2,1.82,iniciante,5,70,Upper/Lower 3x + Full Body
M,32,93.9,1.76,iniciante,5,80,Upper/Lower 3x + Full Body
F,51,73.3,1.74,iniciante,5,60,Upper/Lower 3x + Full Body
F,26,79.4,1.96,avancado,6,70,PPL 2x
F,37,79.9,1.95,avancado,4,70,Upper/Lower 2x
M,39,86.8,1.73,iniciante,3,60,Full Body 3x
F,24,49.1,1.75,intermediario,5,40,Lower Focus (LULUL)
M,31,106.4,1.64,iniciante,3,60,Full Body 3x
M,26,76.3,1.91,intermediario,4,70,Upper/Lower 2x
F,59,94.3,1.8,intermediario,4,90,Upper/Lower 2x
M,38,74.2,1.53,avancado,5,50,Bro Split
M,31,74.4,1.6,iniciante,3,70,Full Body 3x
M,45,79.0,1.89,avancado,6,70,PPL 2x
F,37,82.9,1.55,iniciante,5,50,Upper/Lower 3x + Full Body
F,39,53.1,1.56,avancado,3,40,PPL 1x
F,29,63.4,1.66,intermediario,3,70,Full Body 3x
F,40,53.9,1.81,avancado,5,60,Lower Focus (LULUL)
M,45,112.4,1.53,intermediario,4,60,Full Body 4x
M,56,64.9,1.76,avancado,4,40,Full Body 4x
F,30,61.9,1.71,avancado,6,60,PPL 2x
F,21,77.1,1.7,iniciante,3,80,Full Body 3x
M,33,104.6,1.93,iniciante,3,70,Full Body 3x
M,37,96.8,1.85,intermediario,3,50,Full Body 3x
M,26,117.0,1.57,iniciante,6,70,PPL 2x
M,41,88.2,1.64,iniciante,6,70,PPL 2x
M,20,68.6,1.79,iniciante,3,70,Full Body 3x
M,30,80.8,1.58,iniciante,5,60,Upper/Lower 3x + Full Body
F,31,53.0,1.6,intermediario,5,50,Lower Focus (LULUL)
F,54,51.0,1.64,iniciante,6,50,PPL 2x
F,23,85.2,1.87,avancado,4,70,Upper/Lower 2x
F,44,86.6,1.84,avancado,5,60,Upper/Lower 2x + Full Body
M,21,91.8,1.94,iniciante,3,60,Full Body 3x
M,26,110.9,1.6,avancado,6,70,PPL 2x
F,33,75.1,1.58,intermediario,5,70,Lower Focus (LULUL)
M,41,60.0,1.55,iniciante,3,70,Full Body 3x
F,51,91.5,1.65,intermediario,4,40,Full Body 4x
M,30,118.1,1.87,intermediario,5,60,Bro Split
M,19,113.4,1.65,iniciante,4,50,Full Body 4x
M,40,112.2,1.97,iniciante,3,40,Full Body 3x
F,26,58.5,1.85,intermediario,4,50,Full Body 4x
F,31,46.5,1.75,avancado,6,50,Upper/Lower 3x
M,18,97.7,1.98,avancado,5,70,UL PPL
F,25,46.2,1.64,avancado,4,70,Upper/Lower 2x
M,48,111.8,1.92,intermediario,6,70,Arnold Split
M,43,73.6,1.54,intermediario,6,60,Upper/Lower 3x
F,30,81.3,1.77,iniciante,5,60,Upper/Lower 3x + Full Body
F,38,68.4,1.67,iniciante,6,70,PPL 2x
F,32,49.3,1.63,iniciante,5,70,Upper/Lower 3x + Full Body
M,33,112.8,1.67,avancado,4,70,Upper/Lower 2x
M,36,110.3,1.79,avancado,4,80,Upper/Lower 2x
F,31,89.0,2.0,intermediario,3,70,Full Body 3x
M,27,103.1,1.84,avancado,6,50,Upper/Lower 3x
F,44,72.4,1.7,intermediario,6,50,Upper/Lower 3x
F,30,79.4,1.99,iniciante,6,50,PPL 2x
M,42,101.6,1.95,avancado,3,60,Full Body 3x
F,55,57.1,1.7,avancado,3,90,Full Body 3x
M,25,57.0,1.56,iniciante,3,40,Full Body 3x
M,33,82.4,1.68,intermediario,5,60,Bro Split
F,31,66.4,1.79,intermediario,3,70,Full Body 3x
F,62,61.0,1.52,intermediario,6,70,PPL 2x
F,46,79.4,1.81,intermediario,6,100,PPL 2x
F,31,83.0,1.54,iniciante,3,40,Full Body 3x
M,44,84.6,1.87,iniciante,6,40,PPL 2x
F,29,55.8,1.71,iniciante,4,70,Upper/Lower 2x
M,41,115.8,1.72,intermediario,6,60,Upper/Lower 3x
M,37,71.5,1.56,intermediario,4,80,Upper/Lower 2x
M,28,57.6,1.8,intermediario,4,90,Upper/Lower 2x
F,22,69.3,1.5,avancado,4,70,Upper/Lower 2x
M,20,69.5,1.93,intermediario,6,50,Upper/Lower 3x
M,33,61.6,1.57,intermediario,3,60,Full Body 3x
F,30,46.0,1.76,intermediario,3,60,Full Body 3x
F,20,72.9,1.71,iniciante,5,80,Upper/Lower 3x + Full Body
F,41,65.1,1.96,avancado,4,50,Full Body 4x
M,24,98.2,1.72,avancado,5,70,UL PPL
M,34,92.8,1.56,iniciante,4,50,Full Body 4x
F,24,45.6,1.53,avancado,3,60,PPL 1x
M,27,74.7,1.91,iniciante,4,80,Upper/Lower 2x
M,48,98.2,1.74,iniciante,4,60,Upper/Lower 2x
M,40,64.5,1.56,intermediario,3,60,Full Body 3x
M,65,91.8,1.62,avancado,5,80,Bro Split
F,49,48.0,1.72,avancado,6,40,Upper/Lower 3x
F,41,64.5,1.8,avancado,4,60,Upper/Lower 2x
F,58,77.3,1.88,iniciante,5,60,Upper/Lower 3x + Full Body
M,22,82.1,1.78,intermediario,4,70,Upper/Lower 2x
F,20,64.7,1.73,avancado,5,60,Lower Focus (LULUL)
F,36,91.0,1.93,intermediario,6,60,Upper/Lower 3x
M,52,85.5,1.55,intermediario,5,60,Bro Split
M,39,71.4,1.63,iniciante,5,70,Upper/Lower 3x + Full Body
F,26,90.4,1.78,iniciante,5,50,Upper/Lower 3x + Full Body
